Hoog	hoog	hoog	hoog	eksit	hoog	deur								
bestemming	huis	bestemming	huis	huis	bestemming									
verder	verder	verder	verder	missing	verder	verder								
is	is	is	is	is	asdit	is								
sal	sal	sal	sal	moet	kan	moet	moet							
per	per	per	per	missing	per	per								
kilometer	kilometer	kilometer	kilometer	kilometer	kilometer	kilometer								
moet	moet	moet	moet	sels	meer	ekstra	ekstra							
inbetaal	bydra	betaal	betaal	bylas	betaal									
met	met	met	met	met	met									
kredietkaart	eft	kaart	kaart	kaart	kredietkaart	kaart								
of	of	of	of	of	of	of	of							
n	per	per	kontant	n	per									
tjek	elektronischebetaling	eft	eft	debietkaart	debietkaart									
Alle	alle	slegs	die	missing	ons	ons								
bestuurders	bestuurders	bestuurders	bestuurders	bestuurders	bestuurders	bestuurders								
het	met	moet	het	met	met	het	het							
geldige	gepaste	geldige	geldige	hul	geldige									
bestuurslisiensies	rybewyse	lisensie	bestuurderslisensie	bestuurslisiensies	lisensie									
selfone	asook	leeg	toegerus	missing	istoegenis	kom								
met	asook	met	het	met	met	met								
is	opleiding	is	is	is	is									
ordentlik	netjes	eenden	netjies	altyd	slegs									
aangetrek	toegerus	aangetrek	volwasse	missing	opgelei	genoeg								
om	om	om	om	om	om	om								
professionele	professionele	goeie	professionele	goeie	professionele									
diens	diens	diens	diens	diens	diens									
te	te	tekan	te	missing	te	te								
lewer	lewer	lewer	lewer	lewer	lewer	lewer								
In	met	tydens	in	voor	teen	gedurende	tydens							
spitstyd	praktyk	spitstyd	besigetye	realiteit	spitstyd									
ten	ten	ten	ten	moet	ten	ten								
minste	om	minste	minste	minste	minste	minste	minste							
minute	minute	minute	minute	minute	minute									
voor	voor	voor	voor	voor	voor									
oplaaityd	vertrek	leeg	vertrektyd	missing	dietyd	dietyd								
gemaak	gemaak	gemaak	bespreek	gemaak	gemaak	gereel								
word	word	word	word	word	word	word	word							
en	en	en	en	en	en									
stiller	ander	niespits	verkeer	missing	stil	af								
tye	tye	tye	leeg	tye	tye	tye								
moet	sal	moet	moet	moet	moet	moet	moet							
dit	afsprake	afsprake	daar	dit	dit									
minute	minute	minute	minute	minute	minute									
voor	voor	voor	voor	missing	voor	voor								
die	die	die	die	die	die	die								
tyd	leeg	tyd	tyd	tyd	tyd	oplaadtyd	tyd							
wees	gemaakword	geskandkeer	word	gemaakword	gemaakword									
As	indien	te	indien	as	as									
jy	jy	besprekings	jy	missing	jy	jy								
op	op	op	op	op	op	op								
n	enige	n	n	hierdie	enige	n	gedurende							
openbare	publieke	openbare	publieke	publieke	publieke									
vakansiedag	pad	vakansiedag	manier	vervoermiddel	plek									
vervoer	opgelaai	gemaak	genaal	missing	opgelaai	vervoer								
moet	wil	moet	benodig	benodig	wil	moet								
word	word	word	word	word	word	word	word							
is	is	is	is	is	is									
dit	dit	dit	dit	dit	dit									
noodsaaklik	belangrik	nodig	jouprobleem	missing	noodsaaklik	aanbevele								
om	om	om	dat	om	om	om								
jou	n	n	n	die	jou	die	die							
bespreking	bespreking	afspraak	bespreking	afspraak	afspraak									
die	die	die	die	die	die									
vorige	vorige	vorige	vorige	missing	vorige	vorige								
dag	dag	dag	dag	dag	dag	dag								
al	leeg	leeg	al	leeg	vroegtydig	al	leeg							
te	te	te	te	te	te									
maak	maak	doen	maak	maak	maak									
en	verkieslik	leeg	tenminste	missing	verkieslik	verkieslik								
voor	voor	voor	voor	voor	voor	voor								
Die	die	die	ons	die	die	ons	ons							
inbelsentrum	maatskappy	persoon	konsultant	operateur	diens									
sal	sal	sal	sal	sal	sal									
jou	jou	jou	jou	missing	jou	jou								
laat	laat	laat	laat	laat	laat	laat								
weet	weet	weet	weet	weet	weet	weet	weet							
sodra	wanneer	wanneer	wanneer	wanneer	wanneer									
jou	die	die	die	nie	die									
bestuurder	bestuurder	meter	kar	missing	bestuurder	bestuurder								
by	naby	by	by	by	by	by								
jou	die	jou	die	haar	die	jou	die							
optelpunt	bestemming	huis	bestemming	lokasie	leeg									
aangekom	opgedaag	aangekom	opgedaag	gestap	gestop									
het	het	het	het	missing	het	het								
Jy	jy	jy	jy	kliente	jy	jy								
het	het	kan	het	het	het	het	het							
dan	net	dan	ongeveer	dan	dan									
minute	minute	minute	minute	minute	minute									
om	om	om	om	missing	om	om								
die	die	die	met	die	die	jou								
bestuurder	leeg	bestuurder	bestuurder	persoon	bestuurder	bestuurder	bestuurder							
te	te	te	te	te	te									
ontmoet	ontmoet	ontmoet	ontmoet	kontak	kry									
														
Hierdie	basiek	die	lidmaatskap	leeg	die	die	basiese	basiese	hierdie					
voordeel	voordeel	leeg	leeg	voordeel	polis									
gee	gee	kan	kan	is	bied	bied	gee	sal						
jou	n	jou	die	jou										
aanspraak	voorkeer	dekking	reg	reg	leeg									
op	tot	tot	om	op	om	op	op	tot	op					
advies	reg	leeg	leeg	lingiting	dekking									
oor	en	op	oor	en	vir	op	oor	in						
enige	die	korporatieve	wat	enige										
privaatregtelike	leeg	arbeitere	aanleenhei	saak	siviele									
of	en	en	regs	en	leeg	of	of	of	of					
arbeidsake	publiekreglike	leeg	leeg	leeg	ander									
ongeag	om	ekonomiese	leeg	wat	asook	leeg	ongeag	ongeag						
of	dat	wat	wat	wat										
die	die	die	die	die	jy									
oorsaak	sake	voordeel	natuur	leeg	persoon	registrasie	aanvang	aard	oorsaak					
van	van	van	van	van	van									
die	die	opregtelike	legtelike	die	saak	n	die	die						
aksie	mense	eis	probleem	eis										
voor	voor	voor	voor	voor	is									
of	of	of	aanvangs	of	of	of	of	en	of					
na	na	na	op	na	op									
die	die	die	die	begin	die	die	die	die						
aanvang	leeg	aanvang	dekking	aanvang										
van	van	van	van	van	van									
jou	die	die	die	die	die	die	die	jou	jou					
polis	polis	voordeel	behandel	voordeel	ooreenkoms									
begin	te	dekking	leeg	premie	ontstaan	leeg	leeg	gebaar						
het	prosedeur	het	het	het										
Bystand	leeg	gedek	helps	voordele	leeg									
onder	by	vir	met	op	vir	met	vir	van	onder					
hierdie	hierdie	die	die	hierdie	die									
voordeel	polis	terme	leeg	omstandighede	voordeel	voordeel	voordeel	polis						
is	is	is	word	is										
slegs	net	toegang	slegs	baseis	ongelukkig									
tot	deur	tot	tot	leeg	n	tot	tot	tot	tot					
advies	advies	leeg	leeg	leeg	familielede									
beperk	van	dienste	leeg	van	leeg	leeg	beperk	beperk						
en	op	en	en	en										
dekking	dit	bognoemde	voordele	tree	dit									
is	is	tree	tree	leeg	sal	tree	kom	is	is					
in	in	in	in	in	van									
werking	en	werking	leeg	premie	aanvang	omvang	werking	gehet						
vanaf	in	vanaf	vanaf	vanaf										
die	die	die	die	die	die									
begindatum	eestepremie	ingang	vierdemaand	leeg	dag	betaaldatum	aanvang	begin	begindatum					
van	van	van	wat	van	van									
jou	die	die	leeg	jou	die	die	leeg	die						
polis	papierwerk	kontrak	dekking	polis										
Dekking	leeg	kwantiteit	aantal	voordele	dat 									
is	is	is	is	is	is	is	is	is	is					
onbeperk	onbeperk	leeg	edek	leeg	onbeperk									
Hierdie	die	die	hierdie	die	hierdie	hierdie	hierdie	hierdie						
voordeel	verin	diens	voordele	voordeel										
bied	gee	dek	gee	dek	sal									
jou	baie	jou	slegs	n	slegs	jou	jou	jou	jou					
informele	leeg	oa	die	dekking	beperkte									
bemiddeling	hulp	kennis	advies	asook	advies	dekking	bemiddeling	bemiddeling						
en	om	en	en	tot										
bystand	hulp	arbiratsie	advies	handel	help									
met	oor	vir	aan	van	vir	met	met	met	met					
sake	sake	gebeure	dit	alles	kwessies									
wat	wat	inligting	wat	van	wat	tot	wat	wat						
na	leeg	met	op	na										
die	die	die	die	die	die									
aanvang	betaling	ingang	aanvangsperiode	ondertekening	tyd	intreedatum	aanvang	begin	aanvang					
van	van	van	van	van	van									
die	die	jou	jou	en	jou	die	die	die						
polis	leeg	ooreenkoms	dekking	pols										
ontstaan	gebeur	ontstaan	begin	begin	gebeur									
het	het	het	het	het	het	het	het	het	het					
Daar	daar	daar	nie	daar	ons									
sal	is	kan	sal	kan	word	is	sal	sal						
namens	detail	vir	vir	aan										
jou	jou	jou	jou	jou	jou									
briewe	reg	briewe	leeg	leeg	moet	briewe	kommunikasie	briewe	briewe					
geskryf	geskryf	geskryf	pos	geskryf	ontvang									
telefoonoproepe	en	oproepe	oproepe	getik	afsprake	leeg	oproepe	telefoonoproepe						
gemaak	leeg	gemaak	gemaak	of										
fakse	fakse	fakse	fakse	leeg	leeg									
en	en	en	en	en	en	gestuur	en	en	en					
eposse	eposse	eposse	eposse	eposse	eposse									
gestuur	dir	gestuur	gestuur	gestuur	gestuur	gestuur	gestuur	gestuur						
en	leeg	en	voor	leeg										
konsultasies	saam	afsprake	rekord	rekord	leeg									
gehou	geuit	gemaak	behartig	behartig	gemaak	gedoen	gehou	bespreek	gehou					
word	word	word	word	word	het									
Jy	jy	jy	jy	jy	daar	dit	jy	jy						
sal	word	sal	sal	sal										
bygestaan	bygestaan	gedek	ingelig	leeg	leeg									
word	met	word	ontvang	word	word	word	word	word	word					
tot	tot	leeg	waar	tot	tot									
op	met	met	die	waneer	dat	op	op	op						
die	n	die	die	die										
punt	dag	stadium	stadium	leeg	bede									
wat	van	van	waar	waar	van	waar	wat	waar	wat					
litigasie	leeg	leeg	jy	dit	regsakies									
onvermydelik	daar	aangaange	nodig	gesek	bereik	gedek	onvermydelik	onvermydelik						
is	is	maak	maak	is										
Dekking	dit	dekking	het	dekking	dit									
is	is	tree	tree	leeg	sal	tree	kom	is	is					
in	in	in	sal	in	van									
werking	aanvangs	werking	aanspraak	diebegin	werking	aktief	werking	werking						
vanaf	vir	vanaf	vanaf	vanaf										
die	die	die	die	die	die									
begindatum	dekking	ingang	vierdemaands	aktivering	dag	betaaldatum	aanvang	begin	datum					
van	van	van	van	van	van									
die	die	die	die	geslote	die	die	die	die						
polis	leeg	polis	dekking	polis										
Dekking	leeg	dekking	aantal	dit	dit									
is	is	is	is	is	is	is	is	is	is					
onbeperk	onbeperk	leeg	gedek	leeg	beperk									
bystand	dus	bemiddeling	sake	maar	advies	die	bystand	bystand						
met	is	met	met	rakende										
geskrewe	leeg	leeg	regs	die	n									
vertoe	dokumentasie	kommunikasie	kommunikasie	wees	word	dokumente	dokumente	sake	vertoe					
en	en	van	op	sal	rig									
skikkings-onderhandelinge	ook	handeling	leeg	polisie	ook	wie	skikking	skikkings-onderhandelinge						
in	en	en	en	oor										
kriminele	leeg	arbitrasieq	siviele	privaar	siviele									
en	en	en	leeg	en	asook	of	en	of	en					
arbeidsake	leeg	leeg	leeg	leeg	sivielesake									
bemiddeling	dus	bemiddeling	leeg	asook	advies	of	leeg	bemiddeling						
in	is	in	by	ook										
siviele	hof	rbistrasie	regs	akte	sekere									
sake	sake	sake	arbeidsake	sake	werk	aksie	sake	sake	sake					
waar	waar	wanneer	sal	wat	hangaf									
jy	waar	iemand	leeg	jy	daar	daar	jy	jy						
n	jou	n	n	n										
eis	leeg	eis	eis	eis	saak									
wil	kan	kan	teen	moet	kan	kon	wil	wil	wil					
instel	instel	insit	plaas	insit	instel									
of	word	deur	leeg	met	of	sal	of	of						
n	en	n	wil	enige										
aksie	klient	eis	aksie	eis	saak									
teen	om	namens	om	leeg	teen	teen	teen	van	teen					
jou	leeg	iets	die	iets	jou									
wil	te	ingestel	leeg	saak	is	gerus	wil	wil						
verdedig	vet	teenstaan	leeg	opstaan										
bemiddeling	konflik	arbitrasie	bystand	bystand	hulp									
in	en	vir	ook	vir	van	in	met	van	in					
gesinsake	sake	sake	die	dekking	familiesake									
soos	word	behels	en	met	van	met	soos	soos						
onderhoud	polise	huishoudelikgeweld	geweld	boedels										
en	en	en	en	in	of									
egskeidingskikkings	arbisake	egskeidings	voging	egskeidings	skoolfondse	bateverdeling	egskeidings	leeg	leeg					
sake	sake	sake	leeg	leeg	bemiddeling									
wat	wat	wat	wat	wat	wat	wat	wat	wat						
verband	missing	verband	verband	verband										
hou	hou	hou	hou	hou	hou									
met	met	met	met	met	met	met	met	met	met					
identiteitsdiefstal	leeg	leeg	dit	leeg	kontrakte									
en	onderhoud	bedrog	die	behoefte	leeg	sal	leeg	en						
opstel	missing	enigeeen	eiendom	enige										
van	van	van	van	van	van									
die	die	die	die	die	die	kontrakte	die	die	die					
volgende	volgende	leeg	in	leeg	volgende									
ooreenkomste	dokument	kontrakte	dokument	kontrakte	dokument	noemlik	die	ooreenkomste						
verkoopskontrakte	missing	kontrakte	leeg	advies										
vir	en	en	metbetrekkingtot	vir	by									
die	wat	die	die	die	die	die	die	die	die					
verkoop	leeg	leeg	leeg	koop	verkoop									
van	van	van	van	van	van	van	van	van						
roerende	missing	roerende	huis	bestaande										
en	en	en	en	en	of									
onroerende	piraar	onroerende	vaststaande	nieroerende	privaat	vaste	vaste	van	onroerende					
eiendom	leeg	leeg	leeg	bates	bates									
dienskontrakte	eiendom	lone	arbeidskontrakte	kontrakte	leef	betaling	dienskontrak	dienskontrak						
vir	missing	vir	vir	van										
huiswerkers	kliente	aanstelling	werknemers	werken	werknemers									
skikkingsooreenkomste	testament	huweliksvoorwaardekontrak	leeg	leeg	plaaswerkers	egskeidings	dienskontrakte	onderhoud	leeg					
erkenning	erkenning	betaling	leeg	invordering	invordering									
van	van	van	van	van	van	van	van	van						
skuld	missing	skuld	eiendomme	ooreenkoms										
huurooreenkomste	hof	verkoopkontrakte	kontrakte	leeg	leeg									
en	huiseienaars	kredietooreenkomste	leeg	leeg	leeg	uitsettingsbevel	situasie	leeg	en					
standaard-testamente	leeg	leeg	leeg	leeg	verkoopsooreenkomste									
Die	die	die	die	die	die	die	die	die						
wagtydperk	missing	wagperiode	wagtydperk	wagtydperk										
is	is	is	bekeken	is	is									
n	n	die	ndriemaande	n	n	n	die	die	n					
tydperk	tydperk	tyd	leeg	tyd	tydperk									
waar	wat	wat	waar	waar	waar	waarin	waar	waar						
geen	missing	geen	nie	geen										
versekeringsdekking	informasie	dienste	voordele	diens	bewyse									
verskaf	goeis	bekikbaar	aangebied	leeg	ontvang	geldig	verhaal	nodig	verkeit					
is	word	word	leeg	word	word									
nie	nie	jaarliks	nie	nie	nie	nie	nie	nie						
en	missing	maar	en	en										
maandelikse	geen	ooreengegomde	geen	volle	n									
premies	premies	paaiemente	premies	premies	vooi	paaiemente	paaiemente	paaiemente	premies					
betaalbaar	leeg	verskaf	betaalbaar	onbetaald	betaalbaar									
is	is	beperk	bly	word	is	is	is	is						
Enige	missing	enige	die	leeg										
regsaksie	klagtes	eis	eis	eis	iets									
teen	wat	wat	tussen	deur	rondom	deur	teen	an	teen					
die	die	die	die	die	die									
en	en	maatskappy	organisasie	en	en	leeg	missing	en						
of	missing	of	sigteim	leeg										
jou	die	die	hulle	hul	leeg									
versekeraar	leeg	werknemers	self	maatskappij	polis	prokvreur	verteenwoordiger	leeg	versekeraar					
en	en	leeg	leeg	en	leeg									
of	is	werkers	teen	polisie	ook	vir	missing	of						
enige	missing	enige	een	leeg										
van	van	van	van	van	leeg									
hulle	leeg	die	dieparty	u	die	hulle	die	leeg	hulle					
verteenwoordigers	verteenwoordigers	leeg	leeg	werkers	werknemers									
Waar	die	indien	indien	versekeraars	dat	indien	missing	waar						
verteenwoordiging	missing	uitgasie	jy	regshulp										
buite	in	in	buite	buite	in									
benodig	is	gemaak	leeg	geskied	gedoen	woon	verlang	benodig	benodig					
word	word	word	leeg	is	word									
of	is	dus	en	is	en	o	missing	of						
waar	missing	waar	indien	wanneer										
enige	daar	die	n	een	n									
party	ander	party	party	verteenwoordiger	andere	persone	buitelanders	iemand	party					
betrokke	betrokke	betrokke	leeg	baat	betrokke									
by	by	is	in	moet	by	by	missing	by						
die	missing	die	die	bestaande										
saak	saak	bemiddeling	geskil	ei	leeg									
buite	asjy	buite	buite	buite	buite	buite	watbuite	buite	buite					
die	leeg	die	die	die	die									
grense	juristisie	grense	gebied	land	land	grense	missing	grense						
van	missing	van	van	van										
woon	leeg	val	woonadresis	woon	leeg									
Litigasiesake	leeg	eise	eise	leeg	soms	of	gevalle	regsake	litirosie					
waar	waar	is	leeg	sal	waar									
die	die	die	die	die	dit	die	missing	die						
oorsaak	missing	datum	gebeure	aanvang										
van	van	van	van	van	leeg									
die	leeg	enige	voorgenoemde	die	natuurlike	die	die	die	die					
aksie	aksie	leeg	leeg	geval	sook									
voor	is	onmiddelik	voor	is	is	leeg	missing	voor						
of	missing	of	of	of										
binne	na	na	gedurende	na	na									
die	die	die	die	genoemde	die	die	die	die	die					
wagtydperk	leeg	leeg	was	tydperk	wagtydperk									
gebeur	dit	geskied	veral	gedoen	leeg	leeg	missing	gebeur						
het	missing	het	het	het										
Waar	as	waar	waar	waar	as									
daar	missing	daar	daar	daar	daar	daar	daar	daar	daar					
geen	geen	geen	leeg	nie	nie									
redelike	andere	duidelike	realisasie	veskesies	kans	leeg	missing	redelike						
vooruitsig	missing	kans	uitkoms	vooruitsigte										
op	van	van	vir	vir	van									
sukses	missing	eise	dieuitkoms	sigself	die	sukses	kompensadie	leeg	sukses					
bestaan	bestaan	is	leeg	was	is									
nie	dus	dus	nie	nie	nie	nie	missing	nie						
omdat	missing	ofwaar	en	wanneer										
jy	daar	partye	daar	daar	dit									
volgens	missing	volgens	as	leeg	in	of	volgens	leeg	volgens					
die	die	die	die	wet	die									
bemiddelaars	tydperke	hof	organisasie	menu	maatskappy	leeg	missing	bemiddelaars						
se	missing	ofdie	skuldig	ander										
se	geen	se	se	se	se									
diskresie	missing	mening	sake	leeg	leeg	verslag	regulasies	leeg	diskresie					
vals	verkeerd	leeg	leeg	en	skuldig									
of	en	of	of	of	en	en	missing	of						
onvoldoende	missing	irrelevant	waar	egte										
inligting	bewyse	getuienis	oorleg	inligting	getuienis									
voorgele	missing	gegee	verskaf	leeg	bekwaam	voorsien	verskaf	nodig	verskeit					
het	het	het	leeg	het	het									
om	missing	aan	om	asook	om	met	missing	leeg						
die	missing	sodoende	die	die										
te	te	te	te	te	te									
oortuig	missing	mislei	oortuig	leeg	bewys	verseker	oortuig	leeg	oorreed					
dat	dat	dat	dat	dat	dat									
jy	missing	jy	jy	vesekers	jy	ons	missing	jy						
die	missing	die	die	die										
saak	saak	saak	saak	eis	saak									
sal	missing	kan	sou	kan	kan	sal	moet	leeg	sal					
wen	wen	leeg	wen	wen	wen									
														
Jou	die	ons	n	jou	ons									
bied	bied	is	bied	oorskry	vervat	sal	is							
jou	tealletye	jou	deurlopende	n	leeg									
maandelikse	volle	lewens	leeg	volledige										
dekking	premie	dekking	dekking	premieopsie	dekking	dekking	dekking	versekering						
n	die	die	die	die	jou									
maandelikse	maandelikse	bepaalde	maandelikse	normale	maandelikse	maandelikse	maandelikse							
premie	premie	premie	betaling	dekking	premie									
sal	word	wat	w	direk										
vooraf	ook	maandeliks	dan	afgtrek	dan	gehetword	vooral	leeg						
op	op	op	van	op	afhangende									
die	die	die	die	september	voorgestelde	die	die							
aftrekdatum	dag	leeg	datum	dag	datum									
soos	besluit	soos	soos	van										
wat	leeg	jy	wat	wat	leeg	ooreengestem	wat	wat						
dit	dit	huidig	dit	bepaalword	onder									
op	op	op	op	in	op	op	op							
jou	jou	die	die	die	die									
skedule	polis	rekening	bankstaat	bankstaat										
verskyn	leeg	aandui	toon	aangedui	verskyn	spesifiseer	wys	toon						
afgetrek	afgetrek	afgetrek	betaal	afgetrek	bereken									
word	word	word	word	word	word	word	word							
Indien	indien	as	indien	indien	sodat									
ons	ons	dit	leeg	jy										
nie	dit	dit	nie	nie	nie	a	nie	nie						
in	in	gedurende	in	daar	binne									
die	die	die	die	september	die	die	die							
maand	leeg	bedrag	maand	leeg	maand									
wat	wat	duidelik	leeg	vooraf										
op	ons	jy	op	ooreengekom	na	leeg	op	leeg						
die	rekord	die	die	diedagvan	die									
aktivering	aktivering	skedule	aktivering	kontrak	datum	leeg	dag							
van	van	van	van	van	van									
jou	die	die	leeg	jou										
polis	opdien	premie	polis	premie	polis	leeg	polis	leeg						
volg	aandui	aangedui	en	dokument	leeg									
en	en	leeg	en	is	of	en	leeg							
daarna	leeg	leeg	versekering	leeg	leeg									
jou	die	die	leg	die										
premie	betaling	premie	premie	leeg	betaling	leeg	premie	leeg						
op	op	voor	van	op	op									
die	die	die	die	leeg	die	die	daardie							
gekose	aangeduide	ooreengekomde	geskikte	spesifieke	bepaalde									
aftrekkingsdatum	datum	lis	leeg	tyd										
ontvang	kry	aktiveer	ontvang	leeg	ontvang	roon	ontvang	leeg						
nie	nie	nie	nie	nie	nie									
sal	sal	sal	sal	leeg	sal	sal	sal							
n	daar	n	daar	n	ons									
grasietydperk	wagperiode	mens	periode	proeftyd										
van	van	van	van	van	van	van	van	van						
dae	dae	dae	dae	dae	dae									
aan	aan	aan	aan	word	aan	aan	aan							
jou	jou	jou	u	jou	eienaar									
toegestaan	gegee	versoek	gegun	toegestaan										
